symbol,open,close,high,low,volume,changePercent,date,companyName,sector
SCHW,43.47,43.54,43.7759,43.34,4274177,0.0009,2019-11-08,Charles Schwab Corp.,Finance and Insurance
SCHW,43.11,43.23,43.54,43.06,3455156,-0.0071,2019-11-11,Charles Schwab Corp.,Finance and Insurance
SCHW,43.34,43.48,43.9,43.12,3887109,0.0058,2019-11-12,Charles Schwab Corp.,Finance and Insurance
SCHW,43.01,42.81,43.01,42.405,4581474,-0.0154,2019-11-13,Charles Schwab Corp.,Finance and Insurance
SCHW,42.7,43.38,43.41,42.44,5357988,0.0133,2019-11-14,Charles Schwab Corp.,Finance and Insurance
SCHW,43.78,44.35,44.44,43.63,7064370,0.0224,2019-11-15,Charles Schwab Corp.,Finance and Insurance
SCHW,44.27,44.18,44.35,43.555,6983082,-0.0038,2019-11-18,Charles Schwab Corp.,Finance and Insurance
SCHW,44.43,44.4,44.775,44.21,6093546,0.005,2019-11-19,Charles Schwab Corp.,Finance and Insurance
SCHW,44.07,44.75,44.81,43.63,6188318,0.0079,2019-11-20,Charles Schwab Corp.,Finance and Insurance
SCHW,50.02,48.03,50.97,47.5,42834376,0.0733,2019-11-21,Charles Schwab Corp.,Finance and Insurance
SCHW,47.68,48.2,48.595,47.41,16855461,0.0035,2019-11-22,Charles Schwab Corp.,Finance and Insurance
SCHW,47.7,49.31,49.49,47.39,37442480,0.023,2019-11-25,Charles Schwab Corp.,Finance and Insurance
SCHW,49.22,49.24,49.79,48.66,23072489,-0.0014,2019-11-26,Charles Schwab Corp.,Finance and Insurance
SCHW,49.59,49.84,50.05,49.19,11815034,0.0122,2019-11-27,Charles Schwab Corp.,Finance and Insurance
SCHW,49.55,49.5,50.02,49.34,4867683,-0.0068,2019-11-29,Charles Schwab Corp.,Finance and Insurance
SCHW,49.96,49.57,50.33,49.57,11377640,0.0014,2019-12-02,Charles Schwab Corp.,Finance and Insurance
SCHW,49.02,48.66,49.1,48.32,11198495,-0.0184,2019-12-03,Charles Schwab Corp.,Finance and Insurance
SCHW,48.64,49.03,49.39,48.64,6799030,0.0076,2019-12-04,Charles Schwab Corp.,Finance and Insurance
SCHW,49.27,48.74,49.3,48.5,9766940,-0.0059,2019-12-05,Charles Schwab Corp.,Finance and Insurance
SCHW,49.57,48.95,49.97,48.92,14627076,0.0043,2019-12-06,Charles Schwab Corp.,Finance and Insurance
SCHW,48.9,48.95,49.05,48.63,7183684,0.0,2019-12-09,Charles Schwab Corp.,Finance and Insurance
SCHW,48.81,49.19,49.24,48.67,8317851,0.0049,2019-12-10,Charles Schwab Corp.,Finance and Insurance
SCHW,48.93,49.6,49.61,48.91,11033593,0.0083,2019-12-11,Charles Schwab Corp.,Finance and Insurance
SCHW,49.84,51.07,51.645,49.66,16916747,0.0296,2019-12-12,Charles Schwab Corp.,Finance and Insurance
SCHW,51.15,49.95,51.36,49.81,15217075,-0.0219,2019-12-13,Charles Schwab Corp.,Finance and Insurance
SCHW,50.5,49.72,50.52,49.68,11036807,-0.0046,2019-12-16,Charles Schwab Corp.,Finance and Insurance
SCHW,49.56,49.49,49.705,49.44,9239399,-0.0046,2019-12-17,Charles Schwab Corp.,Finance and Insurance
SCHW,49.65,48.66,49.65,48.55,19822150,-0.0168,2019-12-18,Charles Schwab Corp.,Finance and Insurance
SCHW,48.66,48.2,48.875,47.96,9618182,-0.0095,2019-12-19,Charles Schwab Corp.,Finance and Insurance
SCHW,48.29,48.12,48.4,47.9,15327316,-0.0017,2019-12-20,Charles Schwab Corp.,Finance and Insurance
SCHW,48.43,48.71,48.85,48.03,6931795,0.0123,2019-12-23,Charles Schwab Corp.,Finance and Insurance
SCHW,48.81,48.71,48.81,48.34,1819045,0.0,2019-12-24,Charles Schwab Corp.,Finance and Insurance
SCHW,48.76,48.57,48.92,48.51,3408607,-0.0029,2019-12-26,Charles Schwab Corp.,Finance and Insurance
SCHW,48.55,48.34,48.7,48.265,3733589,-0.0047,2019-12-27,Charles Schwab Corp.,Finance and Insurance
SCHW,48.5,47.82,48.63,47.74,5121412,-0.0108,2019-12-30,Charles Schwab Corp.,Finance and Insurance
SCHW,47.83,47.56,47.94,47.385,8841377,-0.0054,2019-12-31,Charles Schwab Corp.,Finance and Insurance
CERN,68.37,67.46,69.04,67.165,1947584,0.0,2019-10-01,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.16,66.54,67.19,65.72,2105801,-0.0136,2019-10-02,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.36,66.14,66.87,65.52,1856973,-0.006,2019-10-03,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.32,66.82,66.95,66.15,1105922,0.0103,2019-10-04,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.6,66.31,66.81,65.86,1266662,-0.0076,2019-10-07,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,65.69,65.1,66.24,65.02,2419601,-0.0182,2019-10-08,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,65.38,65.71,65.935,65.1,1425968,0.0094,2019-10-09,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,65.46,66.84,67.0,65.44,2880253,0.0172,2019-10-10,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.27,67.58,68.28,67.025,2042273,0.0111,2019-10-11,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.53,67.74,67.985,67.04,1556787,0.0024,2019-10-14,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.98,68.09,68.37,67.69,1270478,0.0052,2019-10-15,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,68.0,68.16,68.44,67.72,1801032,0.001,2019-10-16,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,68.22,68.11,68.32,67.422,1727884,-0.0007,2019-10-17,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,68.31,67.76,68.49,67.71,1619278,-0.0051,2019-10-18,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.92,68.16,68.4,67.73,1493575,0.0059,2019-10-21,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.94,67.47,68.375,67.38,1597676,-0.0101,2019-10-22,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.44,67.57,67.68,66.77,2191878,0.0015,2019-10-23,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.82,67.48,68.12,67.21,2470401,-0.0013,2019-10-24,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.5,66.43,68.49,65.61,2988980,-0.0156,2019-10-25,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.56,67.0,67.355,66.42,2646251,0.0086,2019-10-28,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.69,67.36,67.73,66.68,2518923,0.0054,2019-10-29,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.57,68.1,68.24,67.28,2259328,0.011,2019-10-30,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.86,67.12,68.13,66.68,2056505,-0.0144,2019-10-31,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.39,67.53,67.98,67.26,1980303,0.0061,2019-11-01,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.75,67.46,68.06,67.37,1802749,-0.001,2019-11-04,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.62,67.21,67.76,67.12,1825874,-0.0037,2019-11-05,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.3,66.97,67.72,66.84,2061046,-0.0036,2019-11-06,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.2,66.83,67.6943,66.76,1320411,-0.0021,2019-11-07,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.63,67.31,67.34,66.26,1536431,0.0072,2019-11-08,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.95,66.26,67.26,66.135,1527151,-0.0156,2019-11-11,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.54,67.01,67.28,66.26,2133963,0.0113,2019-11-12,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.84,66.86,67.355,66.475,1556686,-0.0022,2019-11-13,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,66.97,67.05,67.51,66.96,2320816,0.0028,2019-11-14,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.26,68.4,68.7804,67.09,6148715,0.0201,2019-11-15,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,68.44,67.61,68.865,67.41,3198211,-0.0115,2019-11-18,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.87,68.14,68.34,67.67,2942441,0.0078,2019-11-19,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.84,67.67,68.24,67.1,1808836,-0.0069,2019-11-20,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,67.73,68.47,68.74,67.45,1966692,0.0118,2019-11-21,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,69.0,69.44,69.92,68.73,1961914,0.0142,2019-11-22,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,69.64,70.68,70.84,69.59,2479110,0.0179,2019-11-25,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.09,71.84,71.88,70.6,2293943,0.0164,2019-11-26,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,70.13,72.11,72.15,69.73,1491135,0.0038,2019-11-27,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.99,71.59,72.14,71.15,1118953,-0.0072,2019-11-29,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.59,70.92,71.69,70.53,1271604,-0.0094,2019-12-02,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,70.49,71.07,71.13,70.19,1749857,0.0021,2019-12-03,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.18,70.6,71.2,70.46,1668530,-0.0066,2019-12-04,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,70.91,70.77,71.0,70.41,1299671,0.0024,2019-12-05,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.25,71.29,71.55,70.95,1237533,0.0073,2019-12-06,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,70.94,71.44,71.72,70.88,1818439,0.0021,2019-12-09,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.45,71.71,71.83,71.11,1292150,0.0038,2019-12-10,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.56,71.5,71.79,71.06,1583353,-0.0029,2019-12-11,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.63,71.82,72.07,71.26,1893894,0.0045,2019-12-12,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.9,72.23,72.67,71.3155,1618574,0.0057,2019-12-13,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,72.46,72.67,72.85,72.25,2376590,0.0061,2019-12-16,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,72.75,71.61,72.75,71.59,2441962,-0.0146,2019-12-17,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,71.74,72.16,72.39,71.5238,1932165,0.0077,2019-12-18,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,72.07,71.96,72.13,71.44,1266750,-0.0028,2019-12-19,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,72.02,73.26,73.3,71.58,4636441,0.0181,2019-12-20,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,73.34,73.44,74.1,73.225,1009482,0.0025,2019-12-23,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,73.41,73.29,73.42,73.04,281853,-0.002,2019-12-24,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,73.27,73.02,73.42,72.71,653639,-0.0037,2019-12-26,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,73.28,73.28,73.525,72.87,726980,0.0036,2019-12-27,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,73.28,73.11,73.44,72.95,1278343,-0.0023,2019-12-30,Cerner Corp.,"Professional, Scientific, and Technical Services"
CERN,72.93,73.39,73.51,72.6,1110830,0.0038,2019-12-31,Cerner Corp.,"Professional, Scientific, and Technical Services"
CNP,30.18,29.89,30.32,29.86,4112093,0.0,2019-10-01,Centerpoint Energy Inc.,Utilities
CNP,29.86,29.12,29.87,29.095,5012878,-0.0258,2019-10-02,Centerpoint Energy Inc.,Utilities
CNP,29.15,28.9,29.1558,28.61,10083629,-0.0076,2019-10-03,Centerpoint Energy Inc.,Utilities
CNP,29.0,29.25,29.28,28.63,4391653,0.0121,2019-10-04,Centerpoint Energy Inc.,Utilities
CNP,29.15,28.83,29.2,28.82,2935747,-0.0144,2019-10-07,Centerpoint Energy Inc.,Utilities
CNP,28.99,28.18,28.99,28.18,4264823,-0.0225,2019-10-08,Centerpoint Energy Inc.,Utilities
CNP,28.21,28.14,28.29,27.88,4522130,-0.0014,2019-10-09,Centerpoint Energy Inc.,Utilities
CNP,28.12,28.16,28.43,28.041,5666502,0.0007,2019-10-10,Centerpoint Energy Inc.,Utilities
CNP,28.15,28.27,28.46,28.08,3435234,0.0039,2019-10-11,Centerpoint Energy Inc.,Utilities
CNP,28.36,27.89,28.41,27.88,2913014,-0.0134,2019-10-14,Centerpoint Energy Inc.,Utilities
CNP,27.9,28.18,28.2,27.89,5203806,0.0104,2019-10-15,Centerpoint Energy Inc.,Utilities
CNP,28.17,28.62,28.65,28.1,6329411,0.0156,2019-10-16,Centerpoint Energy Inc.,Utilities
CNP,28.62,28.71,28.81,28.425,3738384,0.0031,2019-10-17,Centerpoint Energy Inc.,Utilities
CNP,28.64,28.64,28.8,28.425,3528618,-0.0024,2019-10-18,Centerpoint Energy Inc.,Utilities
CNP,28.59,28.74,28.79,28.54,3144671,0.0035,2019-10-21,Centerpoint Energy Inc.,Utilities
CNP,28.93,29.29,29.33,28.8,5322375,0.0191,2019-10-22,Centerpoint Energy Inc.,Utilities
CNP,29.35,29.6,29.61,29.22,4787630,0.0106,2019-10-23,Centerpoint Energy Inc.,Utilities
CNP,29.59,30.16,30.23,29.56,6277334,0.0189,2019-10-24,Centerpoint Energy Inc.,Utilities
CNP,30.18,29.54,30.23,29.485,4688105,-0.0206,2019-10-25,Centerpoint Energy Inc.,Utilities
CNP,29.37,29.14,29.51,29.13,3259709,-0.0135,2019-10-28,Centerpoint Energy Inc.,Utilities
CNP,29.14,29.04,29.23,28.88,4098152,-0.0034,2019-10-29,Centerpoint Energy Inc.,Utilities
CNP,29.03,29.08,29.18,28.85,2671487,0.0014,2019-10-30,Centerpoint Energy Inc.,Utilities
